"loan_id","user_id","application_date","requested_amount","currency","est_credit_score","requested_term_months","loan_purpose","acquisition_channel","outcome"
29172,U23806,"2025-11-26",6950,GBP,709.0,24.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
29177,U38039,"2025-10-12",8850,GBP,,6.0,Home improvement,Affiliate / Comparison Site,Granted
29190,U28248,"2025-10-28",12450,GBP,605.0,6.0,Car purchase,Referral,Rejected
29191,U80554,"2025-11-07",1500,GBP,638.0,24.0,Home improvement,Referral,Abandoned - Document Issues
29193,U95213,"2025-12-27",16100,GBP,575.0,24.0,"",Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29196,U72371,"2025-12-09",4400,GBP,594.0,6.0,Wedding,Direct / App Store,Rejected
29197,U78032,"2025-12-04",10800,GBP,657.0,24.0,"",Affiliate / Comparison Site,Granted
29199,U81812,"2025-10-26",11000,GBP,631.0,24.0,Home improvement,Paid Search,Rejected
29208,U39554,"2025-10-10",3100,GBP,759.0,,Holiday / travel,Organic Search,Granted
29209,U16164,"2025-10-13",20250,GBP,548.0,60.0,Education / tuition,Paid Search,Abandoned - No Documents Uploaded
29214,U15594,"2025-11-04",3550,GBP,634.0,24.0,Car purchase,Social Media Ads,Abandoned - Document Issues
29223,U51954,"2025-11-04",6450,GBP,621.0,24.0,Wedding,Organic Search,Rejected
29225,U75083,"2025-11-03",6350,GBP,,24.0,Medical expenses,Social Media Ads,Rejected
29235,U88645,"2025-10-06",21100,GBP,597.0,6.0,Medical expenses,Direct / App Store,Abandoned - No Documents Uploaded
29244,U38202,"2025-10-01",20350,GBP,561.0,48.0,Wedding,"",Abandoned - No Documents Uploaded
29248,U30849,"2025-12-22",5350,GBP,704.0,36.0,Other / unspecified,Organic Search,Granted
29254,U87090,"2025-10-20",3050,GBP,663.0,6.0,Education / tuition,Paid Search,Rejected
29255,U98650,"2025-11-29",19000,GBP,833.0,,Education / tuition,Paid Search,Granted
29259,U95167,"2025-10-25",25000,GBP,850.0,,Wedding,Direct / App Store,Abandoned - Document Issues
29266,U98482,"2025-11-15",2450,GBP,670.0,12.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
29267,U61867,"2025-11-07",1850,GBP,708.0,24.0,"","",Granted
29272,U36524,"2025-12-30",15050,GBP,783.0,24.0,Car purchase,Direct / App Store,Granted
29275,U82778,"2025-11-19",15200,GBP,765.0,36.0,Business investment,"",Granted
29280,U43283,"2025-11-11",7850,GBP,544.0,24.0,Wedding,Affiliate / Comparison Site,Rejected
29287,U78226,"2025-12-26",1450,GBP,780.0,48.0,"",Organic Search,Pending Disbursement
29305,U16332,"2025-10-06",11050,GBP,695.0,36.0,Business investment,Social Media Ads,Granted
29319,U89185,"2025-12-22",10650,GBP,595.0,48.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
29321,U57921,"2025-12-06",15100,GBP,669.0,24.0,Debt consolidation,Paid Search,Abandoned - Document Issues
29324,U84526,"2025-11-11",9400,GBP,583.0,24.0,Wedding,Organic Search,Rejected
29334,U83882,"2025-12-30",11400,GBP,685.0,24.0,Home improvement,Referral,Abandoned - No Documents Uploaded
29342,U96142,"2025-10-15",9850,GBP,728.0,12.0,Business investment,Direct / App Store,Rejected
29356,U80089,"2025-12-09",1750,GBP,652.0,48.0,Medical expenses,Affiliate / Comparison Site,Rejected
29365,U35195,"2025-12-12",25000,GBP,575.0,24.0,Education / tuition,Organic Search,Abandoned - Document Issues
29371,U20178,"2025-10-10",7900,GBP,702.0,24.0,"",Organic Search,Granted
29372,U62818,"2025-11-20",13200,GBP,,6.0,Holiday / travel,Direct / App Store,Abandoned - No Documents Uploaded
29377,U86658,"2025-12-31",6500,GBP,663.0,36.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29378,U22725,"2025-10-13",3150,GBP,678.0,12.0,Home improvement,Affiliate / Comparison Site,Granted
29379,U87714,"2025-10-20",16400,GBP,792.0,,Other / unspecified,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29386,U97693,"2025-10-15",10600,GBP,734.0,36.0,Business investment,Direct / App Store,Granted
29391,U44400,"2025-11-06",6050,GBP,668.0,36.0,Wedding,Organic Search,Granted
29393,U73760,"2025-12-26",25000,GBP,605.0,36.0,Medical expenses,"",Granted
29400,U73935,"2025-11-30",9250,GBP,543.0,24.0,Wedding,Affiliate / Comparison Site,Abandoned - Document Issues
29401,U91968,"2025-11-13",7300,GBP,551.0,60.0,Wedding,"",Abandoned - No Documents Uploaded
29403,U55353,"2025-11-24",2100,GBP,,24.0,Home improvement,Paid Search,Abandoned - Document Issues
29407,U95626,"2025-11-19",1250,GBP,,48.0,Medical expenses,Paid Search,Rejected
29408,U67070,"2025-10-21",5250,GBP,696.0,48.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - Document Issues
29409,U78744,"2025-10-09",17950,GBP,,,Wedding,Direct / App Store,Granted
29410,U18339,"2025-10-18",2150,GBP,,12.0,Wedding,Social Media Ads,Rejected
29416,U78871,"2025-10-10",10750,GBP,665.0,48.0,Wedding,"",Granted
29420,U32408,"2025-11-13",23250,GBP,718.0,24.0,Medical expenses,Direct / App Store,Abandoned - No Documents Uploaded
29430,U49080,"2025-12-31",4050,GBP,668.0,12.0,Car purchase,Paid Search,Granted
29433,U74564,"2025-12-14",13500,GBP,,36.0,"",Organic Search,Abandoned - Document Issues
29434,U93248,"2025-12-17",1650,GBP,529.0,36.0,Medical expenses,Affiliate / Comparison Site,Granted
29451,U86216,"2025-12-05",8600,GBP,636.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
29454,U72303,"2025-11-13",25000,GBP,460.0,24.0,Medical expenses,Affiliate / Comparison Site,Rejected
29455,U80570,"2025-11-04",1000,GBP,531.0,24.0,Education / tuition,Referral,Rejected
29458,U14413,"2025-12-20",2800,GBP,648.0,12.0,Medical expenses,Referral,Abandoned - No Documents Uploaded
29467,U35943,"2025-10-09",18600,GBP,587.0,24.0,Wedding,"",Rejected
29469,U94930,"2025-11-27",19850,GBP,469.0,6.0,Business investment,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29477,U18838,"2025-11-03",14400,GBP,645.0,,Wedding,Organic Search,Abandoned - No Documents Uploaded
29487,U32432,"2025-10-04",17100,GBP,677.0,12.0,Wedding,Organic Search,Abandoned - Document Issues
29493,U37303,"2025-10-28",8600,GBP,573.0,12.0,Home improvement,Affiliate / Comparison Site,Rejected
29496,U28116,"2025-11-01",12400,GBP,612.0,36.0,Education / tuition,Organic Search,Rejected
29500,U47463,"2025-11-21",18800,GBP,692.0,24.0,Debt consolidation,"",Abandoned - No Documents Uploaded
29501,U99195,"2025-10-25",19800,GBP,641.0,6.0,Medical expenses,Organic Search,Granted
29505,U38561,"2025-11-06",7700,GBP,414.0,12.0,Car purchase,Organic Search,Rejected
29509,U22782,"2025-11-27",6400,GBP,663.0,12.0,Medical expenses,Affiliate / Comparison Site,Pending Disbursement
29528,U46383,"2025-11-20",2050,GBP,561.0,12.0,Home improvement,Paid Search,Rejected
29530,U58996,"2025-11-01",5250,GBP,560.0,,"",Paid Search,Rejected
29539,U72818,"2025-10-05",9400,GBP,502.0,24.0,Wedding,Direct / App Store,Abandoned - No Documents Uploaded
29540,U22495,"2025-11-08",13200,GBP,591.0,6.0,Medical expenses,Paid Search,Rejected
29542,U26364,"2025-11-22",8600,GBP,,60.0,Holiday / travel,Affiliate / Comparison Site,Rejected
29547,U13939,"2025-12-08",4500,GBP,609.0,12.0,Business investment,"",Rejected
29557,U75340,"2025-11-24",9200,GBP,644.0,,Wedding,"",Abandoned - Document Issues
29559,U67919,"2025-11-27",13150,GBP,778.0,12.0,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
29564,U58834,"2025-12-28",2450,GBP,468.0,12.0,Education / tuition,Direct / App Store,Rejected
29576,U42894,"2025-10-20",5400,GBP,604.0,12.0,Other / unspecified,"",Abandoned - Document Issues
29586,U18894,"2025-11-03",17300,GBP,811.0,36.0,Home improvement,Organic Search,Granted
29588,U71911,"2025-11-08",9450,GBP,673.0,24.0,Wedding,Social Media Ads,Granted
29589,U25383,"2025-10-07",14800,GBP,718.0,,Debt consolidation,Direct / App Store,Abandoned - Post Approval
29592,U50460,"2025-10-25",11700,GBP,701.0,36.0,Business investment,Affiliate / Comparison Site,Granted
29595,U36099,"2025-12-01",1200,GBP,679.0,48.0,Holiday / travel,Social Media Ads,Rejected
29597,U86031,"2025-10-03",2900,GBP,616.0,60.0,Education / tuition,Referral,Rejected
29604,U29352,"2025-10-21",8250,GBP,659.0,24.0,Education / tuition,"",Abandoned - No Documents Uploaded
29607,U76275,"2025-11-27",12200,GBP,660.0,60.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
29608,U90382,"2025-10-22",8850,GBP,,24.0,Debt consolidation,Organic Search,Abandoned - No Documents Uploaded
29609,U88262,"2025-12-07",14450,GBP,678.0,36.0,"",Referral,Granted
29610,U38783,"2025-10-21",5250,GBP,,48.0,Holiday / travel,Affiliate / Comparison Site,Rejected
29618,U35648,"2025-10-23",11250,GBP,499.0,48.0,Car purchase,Social Media Ads,Rejected
29621,U98634,"2025-10-19",5050,GBP,767.0,24.0,Home improvement,Social Media Ads,Abandoned - Post Approval
29622,U76312,"2025-11-30",3300,GBP,617.0,48.0,Medical expenses,Paid Search,Pending Disbursement
29626,U29825,"2025-11-15",13350,GBP,631.0,60.0,Car purchase,Referral,Rejected
29627,U32585,"2025-12-25",10250,GBP,607.0,6.0,Holiday / travel,Organic Search,Abandoned - No Documents Uploaded
29629,U18700,"2025-11-09",6400,GBP,490.0,,Business investment,"",Abandoned - No Documents Uploaded
29638,U82982,"2025-10-29",2200,GBP,850.0,12.0,Home improvement,Organic Search,Abandoned - Document Issues
29650,U24724,"2025-11-05",5000,GBP,477.0,48.0,Wedding,Organic Search,Abandoned - No Documents Uploaded
29657,U80206,"2025-11-14",24800,GBP,596.0,48.0,Wedding,Referral,Rejected
29662,U28538,"2025-11-15",2350,GBP,493.0,36.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
29664,U23098,"2025-12-23",18350,GBP,705.0,24.0,Business investment,"",Abandoned - No Documents Uploaded
29672,U13557,"2025-11-28",13950,GBP,675.0,12.0,Car purchase,"",Rejected
29674,U71356,"2025-11-13",5400,GBP,690.0,12.0,Wedding,Organic Search,Rejected
29681,U74961,"2025-12-16",8700,GBP,769.0,36.0,Education / tuition,Paid Search,Abandoned - No Documents Uploaded
29683,U15228,"2025-10-28",10200,GBP,641.0,12.0,Education / tuition,"",Granted
29691,U15383,"2025-12-07",8750,GBP,,36.0,Wedding,Organic Search,Granted
29692,U83828,"2025-11-01",4200,GBP,762.0,36.0,Business investment,Organic Search,Granted
29696,U65363,"2025-11-02",9150,GBP,471.0,48.0,Education / tuition,"",Rejected
29699,U92411,"2025-11-04",6850,GBP,695.0,36.0,"","",Granted
29704,U26545,"2025-12-27",2750,GBP,657.0,,Other / unspecified,Affiliate / Comparison Site,Granted
29708,U30708,"2025-10-27",5300,GBP,770.0,36.0,Debt consolidation,Paid Search,Granted
29711,U13978,"2025-11-30",17200,GBP,442.0,24.0,Home improvement,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29713,U36321,"2025-10-27",3650,GBP,524.0,12.0,Wedding,"",Abandoned - Document Issues
29722,U20248,"2025-12-07",1650,GBP,433.0,36.0,Holiday / travel,Organic Search,Rejected
29740,U68321,"2025-11-04",9800,GBP,678.0,24.0,Wedding,Organic Search,Granted
29743,U26311,"2025-10-07",22950,GBP,484.0,12.0,Other / unspecified,Organic Search,Rejected
29744,U59622,"2025-12-08",6250,GBP,,12.0,Home improvement,"",Abandoned - No Documents Uploaded
29750,U38310,"2025-12-08",600,GBP,540.0,36.0,Education / tuition,Organic Search,Abandoned - Post Approval
29753,U70099,"2025-12-05",10050,GBP,603.0,36.0,Medical expenses,Paid Search,Abandoned - No Documents Uploaded
29756,U57685,"2025-11-30",9200,GBP,475.0,24.0,Wedding,Direct / App Store,Rejected
29762,U43818,"2025-10-24",20900,GBP,655.0,24.0,Debt consolidation,"",Abandoned - No Documents Uploaded
29765,U40108,"2025-12-08",2100,GBP,604.0,12.0,Wedding,Organic Search,Abandoned - Document Issues
29777,U12129,"2025-10-17",1750,GBP,554.0,48.0,"",Organic Search,Abandoned - No Documents Uploaded
29780,U65192,"2025-10-21",18400,GBP,645.0,12.0,Debt consolidation,Paid Search,Rejected
29781,U17484,"2025-10-31",17450,GBP,,36.0,Home improvement,Referral,Abandoned - No Documents Uploaded
29783,U74807,"2025-10-06",5200,GBP,654.0,24.0,Home improvement,Social Media Ads,Abandoned - No Documents Uploaded
29784,U72623,"2025-10-20",11800,GBP,602.0,24.0,Car purchase,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
29804,U25009,"2025-11-01",12050,GBP,514.0,36.0,Holiday / travel,Social Media Ads,Abandoned - No Documents Uploaded
29812,U73269,"2025-10-07",23750,GBP,554.0,12.0,"",Social Media Ads,Granted
29817,U42086,"2025-12-23",3150,GBP,649.0,36.0,Car purchase,"",Rejected
29819,U45119,"2025-11-21",850,GBP,677.0,48.0,Debt consolidation,Social Media Ads,Abandoned - Document Issues
29820,U28689,"2025-10-07",5600,GBP,755.0,12.0,Medical expenses,Affiliate / Comparison Site,Granted
29823,U55033,"2025-10-03",12650,GBP,558.0,24.0,Holiday / travel,Affiliate / Comparison Site,Rejected
29838,U16748,"2025-10-23",17200,GBP,632.0,6.0,Medical expenses,Paid Search,Granted
29841,U52367,"2025-12-23",13250,GBP,693.0,36.0,Other / unspecified,"",Abandoned - No Documents Uploaded
29842,U50394,"2025-10-29",8450,GBP,754.0,,Wedding,Social Media Ads,Rejected
29848,U27227,"2025-11-16",14750,GBP,571.0,12.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
29852,U60437,"2025-12-15",14050,GBP,693.0,24.0,Medical expenses,Direct / App Store,Granted
29869,U22939,"2025-10-22",16200,GBP,719.0,36.0,Car purchase,Referral,Granted
29874,U98690,"2025-10-02",21650,GBP,598.0,24.0,Business investment,Paid Search,Abandoned - Document Issues
29876,U85596,"2025-10-18",25000,GBP,679.0,12.0,Debt consolidation,"",Pending Disbursement
29885,U15229,"2025-10-10",3650,GBP,774.0,6.0,Home improvement,Organic Search,Abandoned - Post Approval
29887,U25613,"2025-10-30",11550,GBP,686.0,24.0,Holiday / travel,Referral,Granted
29888,U87178,"2025-11-16",21800,GBP,649.0,,Education / tuition,Social Media Ads,Abandoned - No Documents Uploaded
29890,U97494,"2025-12-05",17500,GBP,803.0,36.0,Medical expenses,Affiliate / Comparison Site,Granted
29893,U31150,"2025-11-25",1500,GBP,729.0,24.0,Business investment,Paid Search,Granted
29897,U37888,"2025-12-17",8500,GBP,607.0,6.0,Medical expenses,Referral,Granted
29898,U37796,"2025-10-09",11350,GBP,679.0,36.0,"","",Granted
29900,U69366,"2025-10-27",4100,GBP,786.0,6.0,Wedding,Organic Search,Granted
29908,U91964,"2025-10-14",10000,GBP,675.0,36.0,Car purchase,Referral,Abandoned - No Documents Uploaded
29930,U47386,"2025-11-01",20450,GBP,673.0,36.0,Other / unspecified,Social Media Ads,Abandoned - No Documents Uploaded
29931,U45783,"2025-12-17",16150,GBP,,36.0,Holiday / travel,Direct / App Store,Granted
29937,U15726,"2025-11-19",12350,GBP,826.0,24.0,Medical expenses,Referral,Granted
29939,U29779,"2025-11-18",10350,GBP,,12.0,Other / unspecified,"",Abandoned - No Documents Uploaded
29951,U57837,"2025-12-15",1950,GBP,608.0,12.0,Holiday / travel,Social Media Ads,Abandoned - Document Issues
29953,U33771,"2025-12-08",12900,GBP,850.0,48.0,Holiday / travel,Direct / App Store,Abandoned - No Documents Uploaded
29954,U32224,"2025-10-01",16850,GBP,722.0,36.0,Business investment,Referral,Abandoned - No Documents Uploaded
29957,U86562,"2025-10-29",6800,GBP,543.0,24.0,Business investment,"",Rejected
29965,U96562,"2025-12-08",9850,GBP,,60.0,Education / tuition,Paid Search,Rejected
29970,U96828,"2025-12-07",7900,GBP,,24.0,Home improvement,Social Media Ads,Rejected
29976,U81916,"2025-12-28",3900,GBP,438.0,12.0,Medical expenses,Organic Search,Rejected
29988,U87156,"2025-10-24",7500,GBP,810.0,24.0,Home improvement,Organic Search,Abandoned - No Documents Uploaded
29996,U14732,"2025-11-21",7550,GBP,841.0,12.0,Medical expenses,Affiliate / Comparison Site,Granted
30009,U31767,"2025-12-06",9550,GBP,364.0,60.0,Education / tuition,Referral,Rejected
30010,U22648,"2025-11-04",3800,GBP,637.0,,Wedding,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
30011,U42804,"2025-10-11",17100,GBP,681.0,60.0,Holiday / travel,Organic Search,Abandoned - No Documents Uploaded
30023,U83503,"2025-11-28",17650,GBP,647.0,48.0,Education / tuition,Paid Search,Rejected
30024,U90213,"2025-12-14",19750,GBP,,6.0,Holiday / travel,Referral,Abandoned - No Documents Uploaded
30027,U53176,"2025-10-01",3800,GBP,523.0,24.0,Home improvement,Organic Search,Rejected
30028,U45513,"2025-11-04",7950,GBP,705.0,24.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
30031,U61062,"2025-10-07",9900,GBP,705.0,6.0,Medical expenses,Direct / App Store,Granted
30032,U82735,"2025-11-24",3150,GBP,,12.0,Home improvement,Paid Search,Abandoned - No Documents Uploaded
30033,U51186,"2025-12-06",11800,GBP,720.0,48.0,Wedding,Paid Search,Granted
30038,U43263,"2025-11-10",25000,GBP,636.0,24.0,"",Organic Search,Pending Disbursement
30051,U38181,"2025-10-22",1250,GBP,663.0,6.0,Education / tuition,Paid Search,Abandoned - No Documents Uploaded
30057,U68991,"2025-12-14",11000,GBP,588.0,12.0,Car purchase,Organic Search,Granted
30063,U94657,"2025-11-22",3850,GBP,503.0,12.0,Other / unspecified,Direct / App Store,Rejected
30067,U68385,"2025-10-28",1500,GBP,,12.0,Business investment,"",Abandoned - No Documents Uploaded
30072,U42890,"2025-10-26",5300,GBP,,24.0,"",Referral,Abandoned - Post Approval
30092,U48174,"2025-11-25",10050,GBP,,36.0,Holiday / travel,Referral,Rejected
30113,U16498,"2025-11-04",8950,GBP,626.0,12.0,Wedding,Organic Search,Rejected
30119,U62167,"2025-12-08",9450,GBP,720.0,36.0,Debt consolidation,Social Media Ads,Abandoned - No Documents Uploaded
30121,U47286,"2025-11-22",5250,GBP,687.0,36.0,Medical expenses,Social Media Ads,Abandoned - No Documents Uploaded
30124,U93584,"2025-11-12",8500,GBP,541.0,36.0,Business investment,Organic Search,Rejected
30125,U68727,"2025-11-20",7450,GBP,747.0,12.0,Other / unspecified,Social Media Ads,Granted
30128,U27962,"2025-12-14",9850,GBP,819.0,12.0,Holiday / travel,Paid Search,Granted
30129,U91380,"2025-12-19",4800,GBP,578.0,36.0,Holiday / travel,Paid Search,Abandoned - No Documents Uploaded
30133,U59839,"2025-11-10",12200,GBP,725.0,24.0,Car purchase,Organic Search,Abandoned - Document Issues
30137,U93830,"2025-11-14",10200,GBP,684.0,12.0,Wedding,Social Media Ads,Abandoned - No Documents Uploaded
30142,U14152,"2025-12-26",17750,GBP,745.0,12.0,Debt consolidation,"",Abandoned - No Documents Uploaded
30143,U48566,"2025-12-28",22050,GBP,637.0,6.0,Car purchase,Paid Search,Abandoned - No Documents Uploaded
30145,U16167,"2025-10-30",25000,GBP,607.0,24.0,Home improvement,Paid Search,Abandoned - No Documents Uploaded
30146,U93971,"2025-10-26",1350,GBP,637.0,48.0,Business investment,Organic Search,Abandoned - No Documents Uploaded
30151,U14127,"2025-11-26",7300,GBP,666.0,36.0,Education / tuition,Organic Search,Abandoned - No Documents Uploaded
30152,U85486,"2025-12-23",18000,GBP,445.0,12.0,Business investment,Paid Search,Abandoned - No Documents Uploaded
30155,U61647,"2025-12-30",7950,GBP,615.0,36.0,Education / tuition,Referral,Rejected
30161,U34588,"2025-11-21",5650,GBP,575.0,12.0,Debt consolidation,Referral,Rejected
30162,U63421,"2025-12-11",8550,GBP,490.0,24.0,Car purchase,Social Media Ads,Rejected
30163,U63372,"2025-10-18",900,GBP,625.0,36.0,Medical expenses,Direct / App Store,Granted
30169,U79353,"2025-10-20",3350,GBP,679.0,24.0,Home improvement,Organic Search,Rejected
30185,U35394,"2025-10-10",10750,GBP,608.0,12.0,Education / tuition,Social Media Ads,Rejected
30189,U39316,"2025-11-10",5650,GBP,488.0,24.0,Home improvement,Direct / App Store,Abandoned - No Documents Uploaded
30190,U63562,"2025-11-10",16700,GBP,653.0,24.0,Car purchase,Direct / App Store,Abandoned - No Documents Uploaded
30197,U52076,"2025-12-06",6650,GBP,607.0,,Debt consolidation,Paid Search,Abandoned - No Documents Uploaded
30218,U57269,"2025-12-31",10050,GBP,705.0,12.0,Holiday / travel,Affiliate / Comparison Site,Abandoned - Document Issues
30227,U43921,"2025-10-27",2250,GBP,566.0,36.0,Other / unspecified,Direct / App Store,Rejected
30237,U15075,"2025-11-27",25000,GBP,722.0,12.0,Car purchase,Paid Search,Granted
30241,U13653,"2025-11-22",14850,GBP,702.0,36.0,Car purchase,Affiliate / Comparison Site,Abandoned - No Documents Uploaded
